raw_class,display_class,path,filename,width,height,aspect_ratio,size_pixels,mode,split,label
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00022_00000_00001.png,00022_00000_00001.png,35,35,1.0,1225,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00013_00006.png,00008_00013_00006.png,36,37,0.972972972972973,1332,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00034_00022.png,00007_00034_00022.png,44,47,0.9361702127659575,2068,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00056_00017.png,00038_00056_00017.png,59,62,0.9516129032258065,3658,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00007_00009.png,00004_00007_00009.png,34,33,1.0303030303030303,1122,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00043_00012.png,00038_00043_00012.png,43,46,0.9347826086956522,1978,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00022_00020.png,00008_00022_00020.png,48,47,1.0212765957446808,2256,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00016_00004_00002.png,00016_00004_00002.png,27,27,1.0,729,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00011_00011.png,00005_00011_00011.png,41,41,1.0,1681,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00015_00008.png,00005_00015_00008.png,35,35,1.0,1225,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00055_00027.png,00004_00055_00027.png,57,55,1.0363636363636364,3135,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00023_00011_00023.png,00023_00011_00023.png,105,93,1.1290322580645162,9765,RGB,train,0
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00008_00021.png,00021_00008_00021.png,96,75,1.28,7200,RGB,train,0
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00022_00001_00007.png,00022_00001_00007.png,35,32,1.09375,1120,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00016_00002.png,00005_00016_00002.png,32,32,1.0,1024,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00015.png,00021_00001_00015.png,44,43,1.0232558139534884,1892,RGB,train,0
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00007_00005.png,00017_00007_00005.png,30,32,0.9375,960,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00011_00014.png,00008_00011_00014.png,43,41,1.048780487804878,1763,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00032_00015.png,00038_00032_00015.png,42,43,0.9767441860465116,1806,RGB,train,2
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00014_00012_00004.png,00014_00012_00004.png,44,44,1.0,1936,RGB,train,3
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00021_00002.png,00017_00021_00002.png,31,31,1.0,961,RGB,train,3
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00036_00005_00007.png,00036_00005_00007.png,35,35,1.0,1225,RGB,train,2
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00022_00006_00014.png,00022_00006_00014.png,40,40,1.0,1600,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00050_00025.png,00004_00050_00025.png,54,57,0.9473684210526315,3078,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00040_00013.png,00007_00040_00013.png,31,31,1.0,961,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00015_00011_00009.png,00015_00011_00009.png,44,53,0.8301886792452831,2332,RGB,train,3
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00028_00029.png,00017_00028_00029.png,76,83,0.9156626506024096,6308,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00043_00009.png,00004_00043_00009.png,34,33,1.0303030303030303,1122,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00019.png,00021_00003_00019.png,55,52,1.0576923076923077,2860,RGB,train,0
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00018_00007.png,00038_00018_00007.png,30,31,0.967741935483871,930,RGB,train,2
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00015_00008_00008.png,00015_00008_00008.png,39,39,1.0,1521,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00004_00024.png,00008_00004_00024.png,53,51,1.0392156862745099,2703,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00033_00029.png,00038_00033_00029.png,103,107,0.9626168224299065,11021,RGB,train,2
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00066_00023.png,00038_00066_00023.png,53,53,1.0,2809,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00053_00025.png,00005_00053_00025.png,53,52,1.0192307692307692,2756,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00015_00000_00008.png,00015_00000_00008.png,45,47,0.9574468085106383,2115,RGB,train,3
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00015_00029.png,00038_00015_00029.png,82,97,0.845360824742268,7954,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00001_00011.png,00008_00001_00011.png,36,37,0.972972972972973,1332,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00011_00016.png,00005_00011_00016.png,44,46,0.9565217391304348,2024,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00021_00000.png,00005_00021_00000.png,30,30,1.0,900,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00015_00004_00015.png,00015_00004_00015.png,40,40,1.0,1600,RGB,train,3
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00029_00002_00003.png,00029_00002_00003.png,38,36,1.0555555555555556,1368,RGB,train,1
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00014_00007_00014.png,00014_00007_00014.png,52,52,1.0,2704,RGB,train,3
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00022_00006_00001.png,00022_00006_00001.png,30,29,1.0344827586206897,870,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00055_00017.png,00005_00055_00017.png,39,39,1.0,1521,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00010_00022.png,00038_00010_00022.png,44,43,1.0232558139534884,1892,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00033_00028.png,00005_00033_00028.png,56,61,0.9180327868852459,3416,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00028_00013_00002.png,00028_00013_00002.png,44,44,1.0,1936,RGB,train,1
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00014_00015.png,00004_00014_00015.png,37,38,0.9736842105263158,1406,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00039_00006_00013.png,00039_00006_00013.png,33,33,1.0,1089,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00041_00021.png,00007_00041_00021.png,46,47,0.9787234042553191,2162,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00060_00003.png,00005_00060_00003.png,28,28,1.0,784,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00014_00004.png,00007_00014_00004.png,37,38,0.9736842105263158,1406,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00009_00019.png,00008_00009_00019.png,43,42,1.0238095238095237,1806,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00004_00011.png,00017_00004_00011.png,52,53,0.9811320754716981,2756,RGB,train,3
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00028_00007_00025.png,00028_00007_00025.png,97,82,1.1829268292682926,7954,RGB,train,1
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00051_00029.png,00038_00051_00029.png,99,98,1.010204081632653,9702,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00001_00011.png,00004_00001_00011.png,46,46,1.0,2116,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00023_00005_00001.png,00023_00005_00001.png,30,30,1.0,900,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00017_00014.png,00008_00017_00014.png,38,39,0.9743589743589743,1482,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00045_00000.png,00007_00045_00000.png,25,27,0.9259259259259259,675,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00030_00016.png,00007_00030_00016.png,33,34,0.9705882352941176,1122,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00034_00004.png,00007_00034_00004.png,32,34,0.9411764705882353,1088,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00068_00019.png,00038_00068_00019.png,48,49,0.9795918367346939,2352,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00014_00025.png,00008_00014_00025.png,63,69,0.9130434782608695,4347,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00037_00001_00010.png,00037_00001_00010.png,38,38,1.0,1444,RGB,train,2
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00015_00007.png,00038_00015_00007.png,35,36,0.9722222222222222,1260,RGB,train,2
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00042_00026.png,00038_00042_00026.png,64,67,0.9552238805970149,4288,RGB,train,2
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00028_00009_00003.png,00028_00009_00003.png,37,35,1.0571428571428572,1295,RGB,train,1
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00048_00011.png,00004_00048_00011.png,38,37,1.027027027027027,1406,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00058_00022.png,00038_00058_00022.png,56,55,1.018181818181818,3080,RGB,train,2
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00022_00005_00011.png,00022_00005_00011.png,38,35,1.0857142857142856,1330,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00005_00018.png,00004_00005_00018.png,70,69,1.0144927536231885,4830,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00064_00001.png,00004_00064_00001.png,28,27,1.037037037037037,756,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00023_00010_00010.png,00023_00010_00010.png,49,47,1.0425531914893618,2303,RGB,train,0
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00014_00010_00002.png,00014_00010_00002.png,57,67,0.8507462686567164,3819,RGB,train,3
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00028_00016_00025.png,00028_00016_00025.png,77,75,1.0266666666666666,5775,RGB,train,1
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00030_00011_00018.png,00030_00011_00018.png,52,53,0.9811320754716981,2756,RGB,train,0
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00031_00019_00013.png,00031_00019_00013.png,54,51,1.0588235294117647,2754,RGB,train,1
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00023_00012_00010.png,00023_00012_00010.png,34,33,1.0303030303030303,1122,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00015_00015.png,00008_00015_00015.png,39,37,1.054054054054054,1443,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00029_00003_00014.png,00029_00003_00014.png,57,53,1.0754716981132075,3021,RGB,train,1
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00028_00019.png,00038_00028_00019.png,31,33,0.9393939393939394,1023,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00025_00012.png,00007_00025_00012.png,35,35,1.0,1225,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00014_00013_00028.png,00014_00013_00028.png,177,177,1.0,31329,RGB,train,3
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00031_00016_00003.png,00031_00016_00003.png,33,32,1.03125,1056,RGB,train,1
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00025_00005.png,00004_00025_00005.png,35,34,1.0294117647058822,1190,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00039_00004_00013.png,00039_00004_00013.png,38,39,0.9743589743589743,1482,RGB,train,2
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00014_00017_00005.png,00014_00017_00005.png,29,30,0.9666666666666667,870,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00009_00001.png,00007_00009_00001.png,27,28,0.9642857142857143,756,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00023_00013_00007.png,00023_00013_00007.png,46,43,1.069767441860465,1978,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00005_00026.png,00004_00005_00026.png,110,106,1.0377358490566038,11660,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00037_00009.png,00007_00037_00009.png,32,32,1.0,1024,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00022_00008_00007.png,00022_00008_00007.png,29,28,1.0357142857142858,812,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00030_00023.png,00007_00030_00023.png,38,39,0.9743589743589743,1482,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00008_00011.png,00021_00008_00011.png,58,46,1.2608695652173914,2668,RGB,train,0
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00021_00001.png,00017_00021_00001.png,29,28,1.0357142857142858,812,RGB,train,3
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00042_00013.png,00038_00042_00013.png,42,47,0.8936170212765957,1974,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00022_00021.png,00007_00022_00021.png,64,64,1.0,4096,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00031_00017_00017.png,00031_00017_00017.png,85,75,1.1333333333333333,6375,RGB,train,1
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00017_00022.png,00008_00017_00022.png,51,50,1.02,2550,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00067_00017.png,00038_00067_00017.png,44,47,0.9361702127659575,2068,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00025_00027.png,00007_00025_00027.png,70,64,1.09375,4480,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00036_00002.png,00017_00036_00002.png,26,31,0.8387096774193549,806,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00002_00009.png,00005_00002_00009.png,31,30,1.0333333333333334,930,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00028_00016_00011.png,00028_00016_00011.png,44,45,0.9777777777777777,1980,RGB,train,1
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00015_00013_00006.png,00015_00013_00006.png,35,36,0.9722222222222222,1260,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00048_00010.png,00005_00048_00010.png,37,39,0.9487179487179487,1443,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00042_00017.png,00007_00042_00017.png,45,46,0.9782608695652174,2070,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00009_00002.png,00008_00009_00002.png,33,34,0.9705882352941176,1122,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00030_00013_00022.png,00030_00013_00022.png,50,45,1.1111111111111112,2250,RGB,train,0
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00011_00011.png,00017_00011_00011.png,28,30,0.9333333333333333,840,RGB,train,3
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00000_00023.png,00017_00000_00023.png,30,33,0.9090909090909091,990,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00010_00012.png,00008_00010_00012.png,39,39,1.0,1521,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00053_00003.png,00005_00053_00003.png,28,28,1.0,784,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00036_00001.png,00017_00036_00001.png,26,31,0.8387096774193549,806,RGB,train,3
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00015_00020_00021.png,00015_00020_00021.png,48,47,1.0212765957446808,2256,RGB,train,3
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00030_00004_00011.png,00030_00004_00011.png,51,46,1.108695652173913,2346,RGB,train,0
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00024_00016.png,00017_00024_00016.png,39,41,0.9512195121951219,1599,RGB,train,3
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00033_00005.png,00017_00033_00005.png,27,28,0.9642857142857143,756,RGB,train,3
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00023_00005_00023.png,00023_00005_00023.png,74,69,1.0724637681159421,5106,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00026_00005.png,00007_00026_00005.png,29,29,1.0,841,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00024_00011.png,00017_00024_00011.png,33,37,0.8918918918918919,1221,RGB,train,3
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00003_00006.png,00017_00003_00006.png,28,30,0.9333333333333333,840,RGB,train,3
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00027_00001_00004.png,00027_00001_00004.png,38,38,1.0,1444,RGB,train,1
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00019_00006.png,00017_00019_00006.png,37,39,0.9487179487179487,1443,RGB,train,3
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00016_00004.png,00038_00016_00004.png,42,51,0.8235294117647058,2142,RGB,train,2
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00021_00007.png,00017_00021_00007.png,34,33,1.0303030303030303,1122,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00007_00013.png,00007_00007_00013.png,39,40,0.975,1560,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00040_00003.png,00005_00040_00003.png,27,26,1.0384615384615385,702,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00031_00004_00013.png,00031_00004_00013.png,47,41,1.146341463414634,1927,RGB,train,1
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00027_00004_00008.png,00027_00004_00008.png,43,43,1.0,1849,RGB,train,1
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00016_00006.png,00038_00016_00006.png,42,50,0.84,2100,RGB,train,2
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00028_00015_00019.png,00028_00015_00019.png,50,44,1.1363636363636365,2200,RGB,train,1
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00040_00026.png,00038_00040_00026.png,84,106,0.7924528301886793,8904,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00044_00001.png,00008_00044_00001.png,29,31,0.9354838709677419,899,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00016_00003.png,00004_00016_00003.png,29,32,0.90625,928,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00044_00021.png,00005_00044_00021.png,53,57,0.9298245614035088,3021,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00016_00009_00027.png,00016_00009_00027.png,48,51,0.9411764705882353,2448,RGB,train,3
